sample_date,wwtp,dilution,filt_protocol,replicate,target,TotalDroplets,SARS-N1_PositiveDroplets,SARS-N1_PosCtrl-PosDrops,SARS-N1_NTCtrl-PosDrops,SARS-N1_(gc/rxn),IBV-M_PositiveDroplets,IBV-M_PosCtrl-PosDrops,IBV-M_NTCtrl-PosDrops,IBV-M_(gc/rxn),IAV-M_PositiveDroplets,IAV-M_PosCtrl-PosDrops,IAV-M_NTCtrl-PosDrops,IAV-M_(gc/rxn),SARS-N2_PositiveDroplets,SARS-N2_PosCtrl-PosDrops,SARS-N2_NTCtrl-PosDrops,SARS-N2_(gc/rxn),RSV_PositiveDroplets,RSV_PosCtrl-PosDrops,RSV_NTCtrl-PosDrops,RSV_(gc/rxn),SARS-N1_(gc/eluate),IBV-M_(gc/eluate),IAV-M_(gc/eluate),SARS-N2_(gc/eluate),RSV_(gc/eluate),cases_(#/day/1e5-ppl),flowrate_(kL/day),Population,IAV-M_normLoad-(gc/d/1e5),IBV-M_normLoad-(gc/d/1e5),RSV_normLoad-(gc/d/1e5),IAV-M_normLoad-range,IBV-M_normLoad-range,RSV_normLoad-range
2021-12-15,STEP Aire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.57723641402391,160222.0,454000,,,,,,
2021-12-16,ARA Altenrhein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.699419734375,21039.38600158691,64000,,,,,,
2021-12-16,ARA Chur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.3010097818182,11828.0,55000,,,,,,
2021-12-16,ARA Sensetal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.2287909516129,18653.0,62000,,,,,,
2021-12-16,ARA Werdhölzli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.77200938641188,160084.1379666664,471000,,,,,,
2021-12-16,CDA Lugano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.710067161290326,42899.0,124000,,,,,,
2021-12-16,STEP Aire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.72719025568264,156077.0,454000,,,,,,
2021-12-17,ARA Altenrhein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.817801953125,20013.08628845215,64000,,,,,,
2021-12-17,ARA Chur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.45406387272727,11831.0,55000,,,,,,
2021-12-17,ARA Sensetal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.13504964516127,18664.0,62000,,,,,,
2021-12-17,ARA Werdhölzli,3.0,v4.0,A,respv4,27434.0,,,,,0.0,3542.0,0.0,0.0,6.5,1559.0,0.0,11.434231810149704,318.5,1180.0,0.0,562.129354237164,5.0,2026.0,0.0,8.847483924012293,,0.0,548.8431268871857,26982.20900338387,424.67922835259003,83.81598461358811,156147.73071666676,471000,454886458507.8219,0.0,351978226060.3082,43275631396.79303,0.0,146183863844.30673
2021-12-17,ARA Werdhölzli,3.0,v4.0,A,sn1flu,23704.0,200.5,2171.0,0.0,409.25129677881523,0.5,4796.0,0.0,1.0056484863384687,1.0,4870.0,0.0,2.032389546711967,,,,,,,,,19644.06224538313,48.271127344246494,97.55469824217441,,,83.81598461358811,156147.73071666676,471000,80854271503.52832,40007574277.809616,,839122947.9090881,40007574277.809616,
2021-12-17,CDA Lugano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.56388057258064,42340.0,124000,,,,,,
2021-12-17,STEP Aire,3.0,v4.0,A,respv4,24927.0,,,,,1.5,2580.0,0.0,2.8670052261013197,1.5,1453.0,0.0,2.9383547666190744,443.5,793.0,0.0,865.4656568176267,9.5,1092.0,0.0,18.27953164672519,,137.61625085286335,141.04102879771557,41542.351527246086,877.4175190428091,100.87530261570576,152510.0,454000,118448057830.0639,115571885559.30722,736866441790.8525,43318397245.99765,34690342597.18268,89719746121.54553
2021-12-18,ARA Altenrhein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.79469965625,19628.18745422363,64000,,,,,,
2021-12-18,ARA Chur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.81787290909092,10873.0,55000,,,,,,
2021-12-18,ARA Sensetal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.1981453064516,17642.0,62000,,,,,,
2021-12-18,ARA Werdhölzli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.44508662632697,145974.48863333336,471000,,,,,,
2021-12-18,CDA Lugano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.52758212903226,40163.0,124000,,,,,,
2021-12-18,STEP Aire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.98576877001844,142603.0,454000,,,,,,
2021-12-19,ARA Altenrhein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.539861765625,17214.7882232666,64000,,,,,,
2021-12-19,ARA Chur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.63579632727273,10979.0,55000,,,,,,
2021-12-19,ARA Sensetal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.587032709677416,18079.0,62000,,,,,,
2021-12-19,ARA Werdhölzli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.2490259447983,138931.39260000008,471000,,,,,,
2021-12-19,CDA Lugano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.86540490322581,39249.0,124000,,,,,,
2021-12-19,STEP Aire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.19609286341974,141031.0,454000,,,,,,
2021-12-20,ARA Altenrhein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.699974109375,17177.39179992676,64000,,,,,,
2021-12-20,ARA Chur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.18144865454545,11791.0,55000,,,,,,
2021-12-20,ARA Sensetal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.69153567741935,17599.0,62000,,,,,,
2021-12-20,ARA Werdhölzli,3.0,v4.0,A,respv4,28625.5,,,,,0.0,347.0,0.0,0.0,5.0,127.0,0.0,8.45572052604411,423.5,118.0,0.0,718.5274280798176,3.0,205.0,0.0,5.089271151210541,,0.0,405.8745852501174,34489.316547831244,244.285015258106,61.96959541188959,141463.5648166667,471000,304758310498.76697,0.0,183425844425.18842,124934249514.5304,0.0,123486560287.90096
2021-12-20,ARA Werdhölzli,3.0,v4.0,A,sn1flu,26991.5,272.0,2421.0,2.0,487.90179856894866,0.0,5143.0,0.0,0.0,1.0,5304.0,0.0,1.784658547564424,,,,,,,,,23419.286331309537,0.0,85.66361028309235,,,61.96959541188959,141463.5648166667,471000,64322079011.20973,0.0,,117963132.58818436,0.0,
2021-12-20,CDA Lugano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.73815862096774,41743.0,124000,,,,,,
2021-12-20,STEP Aire,3.0,v4.0,A,respv4,25035.0,,,,,2.0,2580.0,0.0,3.8489996485897744,2.0,1453.0,0.0,3.8489996485897744,363.5,793.0,0.0,704.5926457976216,5.5,1092.0,0.0,10.52228465977024,,184.75198313230916,184.75198313230916,33820.44699828584,505.06966366897154,94.2336940219713,153844.0,454000,156514229587.0428,156514229587.0428,427874104281.3285,2063181905.2975006,2063181905.2975006,190003172459.0203
2021-12-21,ARA Altenrhein,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.141639546875,16920.58662414551,64000,,,,,,
2021-12-21,ARA Chur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.54498685454546,11358.0,55000,,,,,,
2021-12-21,ARA Sensetal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.6668065806452,17712.0,62000,,,,,,
2021-12-21,ARA Werdhölzli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.66327100636943,134795.0469833333,471000,,,,,,
2021-12-21,CDA Lugano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.77006858064516,40604.0,124000,,,,,,
